ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat2646,1832, 11/4/2008,2008,Siskiyou,Siskiyou County Community Services District (Lake Shastina),R,General,Special District,3,1,,,,,,,,,0,,,,,,2008-Siskiyou-LakeShastinaCSD-R-All,,,,,,1,2008-Siskiyou-LakeShastinaCSD-R
Heat2647,1839, 11/4/2008,2008,Siskiyou,Siskiyou County Community Services District (McCloud),T,General,Special District,3,1,,,,,,,,,0,,,,,,2008-Siskiyou-McCloudCSD-T-All,,,,,,1,2008-Siskiyou-McCloudCSD-T
Heat2648,1843, 11/4/2008,2008,Siskiyou,Siskiyou County Service Area No. 4 (Scott Valley Fire and Emergency Response Zone),N,General,Special District,3,3,,,,,,,,,0,,1,,"from ""2008-Siskiyou-Siskiyou-N-All"" to ""2008-Siskiyou-SiskiyouCSA-N-Res""",,2008-Siskiyou-SiskiyouCSA-N-Res,,,,,,1,2008-Siskiyou-SiskiyouCSA-N
Heat2649,1872, 11/4/2008,2008,Solano,Davis Joint Unified School District,W,General,School District,1,1,,,,1,1,1,1,,0,,,1,"From ""Solano/Yolo"" to ""Solano"" since separate Yolo record",Same text as Yolo,2008-Solano-DavisJointUSD-W-All,1,1,1,1,,1,2008-Solano-DavisJointUSD-W
Heat2650,1902, 11/4/2008,2008,Sonoma,City of Sebastopol,M,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Sonoma-Sebastapol-M-All,,,,,,1,2008-Sonoma-Sebastapol-M
Heat2651,1920, 11/4/2008,2008,Sonoma,Gold Ridge Fire Protection District,O,General,Special District,1,3,,,,1,5,5,5,,0,,,,,,2008-Sonoma-GoldRidgeFPD-O-All,,,,,,1,2008-Sonoma-GoldRidgeFPD-O
Heat2652,1925,  6/3/2008,2008,Sonoma,Gravenstein Union School District,I,Primary,School District,1,1,,,,1,5,5,5,,0,,1,,"""USD"" to ""UnionSD""",,2008-Sonoma-GravensteinUnionSD-I-All,1,1,1,1,,1,2008-Sonoma-GravensteinUnionSD-I
Heat2653,1931,  6/3/2008,2008,Sonoma,Healdsburg Unified School District,H,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2008-Sonoma-HealdsburgUSD-H-All,1,1,1,1,,1,2008-Sonoma-HealdsburgUSD-H
Heat2654,1938,  4/8/2008,2008,Sonoma,Liberty School District,C,Special,School District,1,1,,,,1,5,5,5,,0,,,1,"Deleted ""Elementary,"" official text doesn't include",,2008-Sonoma-LibertySD-C-All,1,1,1,1,,1,2008-Sonoma-LibertySD-C
Heat2655,1984, 11/4/2008,2008,Sonoma,Sonoma Marin Area Rail Transit District,Q,General,Special District,1,1,,,,1,1,1,1,,0,,,,,,2008-Sonoma-SonomaMarinAreaRTD-Q-All,,,,,,1,2008-Sonoma-SonomaMarinAreaRTD-Q
Heat2656,1988, 11/4/2008,2008,Sonoma,Town of Windsor,N,General,City,1,1,,,,1,1,5,1,,0,,,,,,2008-Sonoma-Windsor-N-All,,,,,,1,2008-Sonoma-Windsor-N
Heat2657,1998,  4/8/2008,2008,Sonoma,Wilmar Union School District,D,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"""USD"" to ""UnionSD""",,2008-Sonoma-WilmarUnionSD-D-All,1,1,1,1,,1,2008-Sonoma-WilmarUnionSD-D
Heat2658,3026, 11/4/2008,2008,Stanislaus,Stanislaus County,S,General,County,3,1,,,,1,1,1,1,,0,,1,,"add ""-All""",,2008-Stanislaus-S-All,,,,,,1,2008-Stanislaus-S
Heat2659,3028,  6/3/2008,2008,Stanislaus,Stanislaus CountyCommunity Services District (Keyes),P,Primary,Special District,1,1,,,,,,,,,1,,,,,,2008-Stanislaus-KeyesCSD-P-SampleBallot,,,,,,,2008-Stanislaus-KeyesCSD-P
Heat2660,3048, 11/4/2008,2008,Trinity,Greater Hayfork Valley Park and Recreation District,V,General,Special District,1,1,,,,,,,,,0,,2,,"split from ""2006-2008-Trinity-FPU&V-SampleBallot"" to ""2008-Trinity-GreaterHayforkValleyPARD-V-SampleBallot""",,2008-Trinity-GreaterHayforkValleyPARD-V-SampleBallot,,,,,,3,2008-Trinity-GreaterHayforkValleyPARD-V
Heat2661,3060, 11/4/2008,2008,Trinity,Weaverville/Douglas City Parks and Recreation District,U,General,Special District ,1,1,,,,,,,,,0,,2,,"split from ""2006-2008-Trinity-FPU&V-SampleBallot"" to ""2008-Trinity-GreaterHayforkValleyPARD-V-SampleBallot""",,2008-Trinity-WeavervilleDouglasCityPARD-U-SampleBallot,,,,,,3,2008-Trinity-WeavervilleDouglasCityPARD-U
Heat2662,2019,  6/3/2008,2008,Tulare,City of Lindsay,G,Primary,City,1,1,,,,5,1,5,5,,0,,1,,"from ""OrdText"" to ""Ord""",,2008-Tulare-Lindsay-G-SampleBallot,,,,,,1,2008-Tulare-Lindsay-G
Heat2663,3073, 11/4/2008,2008,Tuolumne,Mi-Wuk Village-Sugar Pine Fire Protection District,V,,,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2664,3079,  6/3/2008,2008,Tuolumne,Tuolumne County Service Area (South County Ambulance Zone),U,,,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2665,2062, 11/4/2008,2008,Ventura,City of Oxnard,O,General,City,1,1,,,,1,,,,,0,,,,,,2008-Ventura-Oxnard-O-All,,,,,,1,2008-Ventura-Oxnard-O
Heat2666,2063, 11/4/2008,2008,Ventura,City of Port Hueneme,W,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Ventura-PortHueneme-W-All,,,,,,3,2008-Ventura-PortHueneme-W
Heat2667,2074,  6/3/2008,2008,Ventura,Oak Park Unified School District,C,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2008-Ventura-OakParkUSD-C-All,1,1,1,1,,1,2008-Ventura-OakParkUSD-C
Heat2668,2076, 11/4/2008,2008,Ventura,Ojai Unified School District,P,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2008-Ventura-OjaiUSD-P-All,1,1,1,1,,1,2008-Ventura-OjaiUSD-P
Heat2669,2095, 11/4/2008,2008,Yolo,City of West Sacramento,V,General,City,3,3,,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""",,2008-Yolo-WestSacramento-V-Ord; 2008-Yolo-WestSacramento-V-Supplemental,,,,,,1,2008-Yolo-WestSacramento-V
Heat2670,2096,  6/3/2008,2008,Yolo,City of Winters,T,Primary,City,3,3,,,,,,,,,0,,1,,"from ""OrdText"" to ""Ord""",,2008-Yolo-Winters-T-Ord,,,,,,1,2008-Yolo-Winters-T
Heat2671,2107, 11/4/2008,2008,Yolo,Davis Joint Unified School District,W,General,School District,1,1,,,,1,1,1,1,,0,,,,,"Same text as Solano; BallotQ at beginning of ""Full Text""",2008-Yolo-DavisJointUSD-W-All,1,1,1,1,,1,2008-Yolo-DavisJointUSD-W
Heat2672,2111, 11/4/2008,2008,Yuba,City of Marysville,O,General,City,1,1,,,,1,5,5,5,,0,,,,,,2008-Yuba-Marysville-O-All,,,,,,1,2008-Yuba-Marysville-O
Heat2673,22, 11/3/2009,2009,Alameda,Albany Unified School District,I,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""AlamedaUnified"" to ""AlamedaUSD""",,2009-Alameda-AlbanyUSD-I-All,1,1,1,1,,1,2009-Alameda-AlbanyUSD-I
Heat2674,45, 11/3/2009,2009,Alameda,Albany Unified School District,J,General,School District,1,1,,,,1,5,5,5,,0,,1,,"From ""AlbanyUnified"" to ""AlbanyUSD""",,2009-Alameda-AlbanyUSD-J-All,1,1,1,1,,1,2009-Alameda-AlbanyUSD-J
Heat2675,75, 11/3/2009,2009,Alameda,City of Emeryville,K,General,City,1,1,,,,1,5,5,5,,0,,,,,,2009-Alameda-Emeryville-K-All,1,1,1,1,,1,2009-Alameda-Emeryville-K
Heat2676,85, 5/19/2009,2009,Alameda,City of Hayward,A,Special,City,1,1,,,,1,5,5,5,,0,,1,,"""OrdText"" changed to ""Ord""",,2009-Alameda-Hayward-A-Ord; 2009-Alameda-Hayward-A-SampleBallot,1,1,1,1,,1,2009-Alameda-Hayward-A
Heat2677,91, 11/3/2009,2009,Alameda,City of Newark,L,General,City,1,1,,,,1,5,5,5,,0,,1,,"""OrdText"" to ""Ord&Res""",,2009-Alameda-Newark-L-OrdText; 2009-Alameda-Newark-L-SampleBallot,1,1,1,1,,1,2009-Alameda-Newark-L
Heat2680,114, 7/21/2009,2009,Alameda,City of Oakland,H,Special,City,1,1,1,,,1,1,1,1,,0,,,,,,2009-Alameda-Oakland-H-All,1,1,1,1,,1,2009-Alameda-Oakland-H
Heat2679,113, 7/21/2009,2009,Alameda,City of Oakland,F,Special,City,1,1,1,,,1,5,5,5,,0,,,,,,2009-Alameda-Oakland-F-All,1,1,1,1,,1,2009-Alameda-Oakland-F
Heat2678,112, 7/21/2009,2009,Alameda,City of Oakland,C,Special,City,1,1,1,,,1,5,5,5,,0,,,,,,2009-Alameda-Oakland-C-All,1,1,1,1,,1,2009-Alameda-Oakland-C
Heat2682,169,  6/2/2009,2009,Alameda,Piedmont Unified School District,E,Primary,School District,1,1,,,,1,1,1,1,,0,,1,,"""PiedmontUnified"" to ""PiedmontUSD""",,2009-Alameda-PiedmontUSD-E-All,1,1,1,1,,1,2009-Alameda-PiedmontUSD-E
Heat2681,2128,  6/2/2009,2009,Alameda,Piedmont Unified School District,B,Primary,School District,1,,,,,,,,,,0,,1,,"""PiedmontUSD-B-Q&OrdText "" to ""PiedmontUSD-B-Res""""","No other files on OneDrive; Used ""Exhibit A"" for Policy; BallotQ Exhibit B of Res",2009-Alameda-PiedmontUSD-B-Res,1,1,,,,1,2009-Alameda-PiedmontUSD-B
Heat2683,171,  6/2/2009,2009,Alameda,Pleasanton Unified School District,G,Primary,School District,1,1,,,,1,1,1,1,,0,,1,,"""PleasantonUnified"" to ""PleasantonUSD""","""Full Text"" in VIG is incomplete, so used Res for Policy",2009-Alameda-PleasantonUSD-G-SampleBallot,1,1,1,1,,1,2009-Alameda-PleasantonUSD-G
Heat2684,220, 11/3/2009,2009,Contra Costa,Acalanes Unified School District,G,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""UHSD"" to ""UnionHSD""",,2009-ContraCosta-AcalanesUnionHSD-G-All,1,1,1,1,,1,2009-ContraCosta-AcalanesUnionHSD-G
Heat2685,282, 5/19/2009,2009,Contra Costa,Mount Diablo Unified School District,D,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-ContraCosta-MountDiabloUSD-D-All,1,1,1,1,,1,2009-ContraCosta-MountDiabloUSD-D
Heat2686,284,  3/3/2009,2009,Contra Costa,Orinda Union School District,B,Special,School District,1,1,,,,1,1,1,1,,0,,1,,"""USD"" to ""UnionSD""",,2009-ContraCosta-OrindaUnionSD-B-All,1,1,1,1,,1,2009-ContraCosta-OrindaUnionSD-B
Heat2687,288,  5/5/2009,2009,Contra Costa,San Ramon Valley Unified School District,C,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-ContraCosta-SanRamonValleyUSD-C-All,1,1,1,1,,1,2009-ContraCosta-SanRamonValleyUSD-C
Heat2688,292, 11/3/2009,2009,Contra Costa,Walnut Creek School District,H,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-ContraCosta-WalnutCreekSD-H-All,1,1,1,1,,1,2009-ContraCosta-WalnutCreekSD-H
Heat2689,2289,  5/5/2009,2009,El Dorado,El Dorado County Community Services District (Showcase Ranches),A,Special,Special District,1,3,,,,1,5,5,5,,0,,,,,,2009-ElDorado-ShowcaseRanchesCSD-A-SampleBallot,,,,,,3,2009-ElDorado-ShowcaseRanchesCSD-A
Heat2690,331, 3/11/2009,2009,Fresno,City of Clovis,A,Special,City,1,1,,,,1,1,1,1,,0,,1,,"""OrdText"" to ""Ord""",,2009-Fresno-Clovis-A-Ord; 2009-Fresno-Clovis-A-SampleBallot,1,1,1,1,,1,2009-Fresno-Clovis-A
Heat2691,421, 5/19/2009,2009,Imperial,City of Calexico,E,Primary,City,1,3,,,,,,,,,0,,1,,"""OrdinanceText"" to ""Ord""",at least one page in Ord file is missing,2009-Imperial-Calexico-E-Ord,,,,,,1,2009-Imperial-Calexico-E
Heat2692,504,  6/9/2009,2009,Los Angeles,City of Arcadia,A,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2009-LosAngeles-Arcadia-A-All,1,1,1,1,,1,2009-LosAngeles-Arcadia-A
Heat2693,507, 11/3/2009,2009,Los Angeles,City of Artesia,S,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-Artesia-S-All,1,1,1,1,,1,2009-LosAngeles-Artesia-S
Heat2694,508, 11/3/2009,2009,Los Angeles,City of Artesia,Y,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-Artesia-Y-All,1,1,1,1,,1,2009-LosAngeles-Artesia-Y
Heat2695,525,  3/3/2009,2009,Los Angeles,City of Bellflower,A,Special,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Bellflower-A-Ord; 2009-LosAngeles-Bellflower-A-SampleBallot,1,1,1,1,,1,2009-LosAngeles-Bellflower-A
Heat2696,2429,  3/3/2009,2009,Los Angeles,City of Beverly Hills,P,Special,City,3,1,,,,1,,,,,0,,,,,missing policy,2009-LosAngeles-BeverlyHills-P-SampleBallot; 2009-LosAngeles-BeverlyHills-P-Supplemental,,,1,1,,3,2009-LosAngeles-BeverlyHills-P
Heat2697,534,  3/3/2009,2009,Los Angeles,City of Carson,C,Special,City,3,1,,,,,,,,,0,,1,,"""Ordinance"" to ""Ord""",,2009-LosAngeles-Carson-C-Ord; 2009-LosAngeles-Carson-C-SampleBallot,1,1,1,1,,1,2009-LosAngeles-Carson-C
Heat2698,2433,  3/3/2009,2009,Los Angeles,City of Cudahy,R,Special,City,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2699,2437,  3/3/2009,2009,Los Angeles,City of Gardena,A,Special,City,1,3,,,,,,,,,0,,1,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Gardena-A-BallotQ; 2009-LosAngeles-Gardena-A-Ord,1,1,,,,1,2009-LosAngeles-Gardena-A
Heat2700,554,  4/7/2009,2009,Los Angeles,City of Glendale,U,Special,City,3,1,,,,1,1,,,,0,,1,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Glendale-U-Ord;2009-LosAngeles-Glendale-U-SampleBallot,1,1,1,1,,1,2009-LosAngeles-Glendale-U
Heat2701,571, 11/3/2009,2009,Los Angeles,City of Huntington Park,E,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-HuntingtonPark-E-All,1,1,1,1,,1,2009-LosAngeles-HuntingtonPark-E
Heat2703,581, 11/3/2009,2009,Los Angeles,City of Irwindale,U,General,City,3,1,,,,1,,,,,0,,,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Irwindale-U-SampleBallot; 2009-LosAngeles-Irwindale-U-Ord,1,1,1,1,,1,2009-LosAngeles-Irwindale-U
Heat2702,580, 11/3/2009,2009,Los Angeles,City of Irwindale,T,General,City,3,1,,,,1,,,,,0,,,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Irwindale-T-SampleBallot; 2009-LosAngeles-Irwindale-T-Ord,1,1,1,1,,1,2009-LosAngeles-Irwindale-T
Heat2704,583,  3/3/2009,2009,Los Angeles,City of La Mirada,A,Special,City,3,1,,,,1,,,,,0,,,,,,2009-LosAngeles-LaMirada-A-All,1,1,1,1,,1,2009-LosAngeles-LaMirada-A
Heat2705,621, 5/19/2009,2009,Los Angeles,City of Palmdale,A,Primary,City,1,1,,,,1,,,,,0,,1,,"""OrdText"" to ""Ord""",,2009-LosAngeles-Palmdale-A-SampleBallot;2009-LosAngeles-Palmdale-A-Ord,1,1,1,1,,1,2009-LosAngeles-Palmdale-A
Heat2706,629, 11/3/2009,2009,Los Angeles,City of Pico Rivera,TR,General,City,1,1,,,,1,1,,1,,0,,1,,"""OrdText"" to ""Ord""",,2009-LosAngeles-PicoRivera-TR-SampleBallot;2009-LosAngeles-PicoRivera-TR-Ord,1,1,1,1,,1,2009-LosAngeles-PicoRivera-TR
Heat2707,631, 11/3/2009,2009,Los Angeles,City of Pomona,PC,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-Pomona-PC-All,1,1,1,1,,1,2009-LosAngeles-Pomona-PC
Heat2708,643, 11/3/2009,2009,Los Angeles,City of Rancho Palos Verdes,TOT,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-RanchoPalosVerdes-TOT-All,1,1,1,1,,1,2009-LosAngeles-RanchoPalosVerdes-TOT
Heat2710,644, 11/3/2009,2009,Los Angeles,City of Redondo Beach,UU,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-LosAngeles-RedondoBeach-UU-All,1,1,1,1,,1,2009-LosAngeles-RedondoBeach-UU
Heat2709,647,  3/3/2009,2009,Los Angeles,City of Redondo Beach,A,Special,City,1,1,,,,1,5,5,5,,0,,,,,,2009-LosAngeles-RedondoBeach-A-All,1,1,1,1,,1,2009-LosAngeles-RedondoBeach-A
Heat2711,672, 11/3/2009,2009,Los Angeles,City of South Pasadena,L,General,City,1,1,,,,1,,,,,0,,,,,,2009-LosAngeles-SouthPasadena-L-All,,,1,1,,1,2009-LosAngeles-SouthPasadena-L
Heat2712,541, 11/3/2009,2009,Los Angeles,Culver City Unified School District,EE,General,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-LosAngeles-CulverCityUSD-EE-All,1,1,1,1,,1,2009-LosAngeles-CulverCityUSD-EE
Heat2713,681, 6/30/2009,2009,Los Angeles,La Canada Unified School District,LC,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-LosAngeles-LaCanadaUSD-LC-All,1,1,1,1,,1,2009-LosAngeles-LaCanadaUSD-LC
Heat2714,692, 11/3/2009,2009,Los Angeles,Long Beach Unified School District,T,General,School District,1,1,,,,1,1,5,1,,0,,,,,,2009-LosAngeles-LongBeachUSD-T-All,1,1,1,1,,1,2009-LosAngeles-LongBeachUSD-T
Heat2715,707, 6/23/2009,2009,Los Angeles,Palos Verdes Peninsula Unified School District,V,Primary,School District,1,1,,,,1,5,5,5,,0,,1,,"Added ""Peninsula""",,2009-LosAngeles-PalosVerdesPeninsulaUSD-V-All,1,1,1,1,,1,2009-LosAngeles-PalosVerdesPeninsulaUSD-V
Heat2716,712, 6/30/2009,2009,Los Angeles,Rowland Unified School District,E,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-LosAngeles-RowlandUSD-E-All,1,1,1,1,,1,2009-LosAngeles-RowlandUSD-E
Heat2717,713,  5/5/2009,2009,Los Angeles,San Marino Unified School District,E,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-LosAngeles-SanMarinoUSD-E-All,1,1,1,1,,1,2009-LosAngeles-SanMarinoUSD-E
Heat2718,717, 6/16/2009,2009,Los Angeles,South Pasadena Unified School District,S,Primary,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-LosAngeles-SouthPasadenaUSD-S-All,1,1,1,1,,1,2009-LosAngeles-SouthPasadenaUSD-S
Heat2719,731, 5/19/2009,2009,Madera,Madera County,D,Primary,City,1,1,,,,,,,,,0,,1,,"""SampleBallot"" made into ""All"" by merging the Res and SampleBallot ",,2009-Madera-Madera-D-All,1,1,1,1,,1,2009-Madera-Madera-D
Heat2720,739,  3/3/2009,2009,Marin,Bolinas-Stinson Union School District,A,Special,School District,1,1,,,,5,5,5,5,,0,,1,,"""USD"" to ""UnionSD""",,2009-Marin-BolinasStinsonUnionSD-A-All,1,1,1,1,,1,2009-Marin-BolinasStinsonUnionSD-A
Heat2721,768, 11/3/2009,2009,Marin,Lagunitas Elementary School District,A,General,School District,1,1,,,,1,5,5,5,,0,,,1,"Added ""Elementary""","Was just ""SD"" now ""ESD"" (checked official lang. in documents from '97 and '01)",2009-Marin-LagunitasESD-A-All,1,1,1,1,,1,2009-Marin-LagunitasESD-A
Heat2722,772, 11/3/2009,2009,Marin,Larkspur School District,B,General ,School District,1,1,,,,1,5,5,5,,0,,,1,"Deleted ""Elementary""",,2009-Marin-LarkspurSD-B-All,1,1,1,1,,1,2009-Marin-LarkspurSD-B
Heat2723,807, 8/25/2009,2009,Marin,Marin County Service Area No. 14 (Homestead Valley),A,Special,Special District,1,1,,,,1,5,5,5,,0,,,,,,2009-Marin-HomesteadValleyCSA-A-All,,,,,,1,2009-Marin-HomesteadValleyCSA-A
Heat2724,828,  6/2/2009,2009,Marin,Novato Unified School District,A,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-Marin-NovatoUSD-A-All,1,1,1,1,,1,2009-Marin-NovatoUSD-A
Heat2725,861, 11/3/2009,2009,Marin,Town of Fairfax,I,General,City,1,1,,,,1,5,5,5,,0,,,,,,2009-Marin-Fairfax-I-All,1,1,1,1,,1,2009-Marin-Fairfax-I
Heat2726,873, 11/3/2009,2009,Marin,Town of San Anselmo,F,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-Marin-SanAnselmo-F-All,1,1,1,1,,1,2009-Marin-SanAnselmo-F
Heat2727,2623, 11/3/2009,2009,Merced,City of Gustine,B,General,City,1,1,,,,,,,,,0,,,,,,2009-Merced-Gustine-B-SampleBallot,,,1,1,,3,2009-Merced-Gustine-B
Heat2728,929, 11/3/2009,2009,Monterey,City of Pacific Grove,J,General,City,1,1,,,,1,1,1,1,,0,,,2,"""OrdText"" to ""Ord""; ""SamplBallot"" to ""SampleBallot""",,2009-Monterey-PacificGrove-J-SampleBallot;2009-Monterey-PacificGrove-J-Ord,1,1,1,1,,1,2009-Monterey-PacificGrove-J
Heat2729,940, 11/3/2009,2009,Monterey,City of Salinas,K,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-Monterey-Salinas-K-All,1,1,1,1,,1,2009-Monterey-Salinas-K
Heat2730,1038, 6/30/2009,2009,Orange,Rowland Unified School District,E,Primary,School District,1,1,,,,1,5,5,5,,0,,,,,,2009-Orange-RowlandUSD-E-All,1,1,1,1,,1,2009-Orange-RowlandUSD-E
Heat2731,1055, 8/25/2009,2009,Placer,City of Rocklin,A,Special,City,1,1,,,,1,1,1,1,,0,,,,"""OrdText"" to ""Ord""",,2009-Placer-Rocklin-A-SampleBallot;2009-Placer-Rocklin-A-Ord,1,1,1,1,,1,2009-Placer-Rocklin-A
Heat2732,2762, 5/19/2009,2009,Riverside,City of Desert Hot Springs,A,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2009-Riverside-DesertHotSprings-A-SampleBallot,,,1,1,,3,2009-Riverside-DesertHotSprings-A
Heat2733,1153, 11/3/2009,2009,Riverside,City of Palm Springs,G,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-Riverside-PalmSprings-G-SampleBallot;2009-Riverside-PalmSprings-G-Ord,1,1,1,1,,1,2009-Riverside-PalmSprings-G
Heat2734,1156, 11/3/2009,2009,Riverside,City of Perris,C,General,City,1,1,,,,1,1,5,1,,0,,,,"""OrdText"" to ""Ord""",,2009-Riverside-Perris-C-SampleBallot; 2009-Riverside-Perris-C-Ord,1,1,1,1,,1,2009-Riverside-Perris-C
Heat2735,1192, 5/19/2009,2009,Sacramento,City of Rancho Cordova,B,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2009-Sacramento-RanchoCordova-B-All,1,1,1,1,,1,2009-Sacramento-RanchoCordova-B
Heat2736,1300,  5/5/2009,2009,San Diego,City of Chula Vista,A,Primary,City,1,1,,,,1,1,1,1,,0,,,,page 10 of ordinance is cropped so a part is incomplete,,2009-SanDiego-ChulaVista-A-All,1,1,1,1,,1,2009-SanDiego-ChulaVista-A
Heat2737,1470, 11/3/2009,2009,San Luis Obispo,City of Paso Robles,A-09,General,City,3,1,,,,1,1,1,1,,0,,,,,,2009-SanLuisObispo-ElPasodeRobles-A09-All,1,1,1,1,,1,2009-SanLuisObispo-ElPasodeRobles-A09
Heat2738,1509, 11/3/2009,2009,San Mateo,City of Atherton,S,General,City,1,1,,,,1,5,5,5,,0,,,,,,2009-SanMateo-Atherton-S-All,1,1,1,1,,1,2009-SanMateo-Atherton-S
Heat2739,1512, 11/3/2009,2009,San Mateo,City of Brisbane,G,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-Brisbane-G-All,1,1,1,1,,1,2009-SanMateo-Brisbane-G
Heat2741,1516,  5/5/2009,2009,San Mateo,City of Burlingame,SD,Primary,City,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2740,1517, 11/3/2009,2009,San Mateo,City of Burlingame,H,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-SanMateo-Burlingame-H-SampleBallot;2009-SanMateo-Burlingame-H-Ord,1,1,1,1,,1,2009-SanMateo-Burlingame-H
Heat2742,1536, 11/3/2009,2009,San Mateo,City of Millbrae,J,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-SanMateo-Millbrae-J-Ord;2009-SanMateo-Millbrae-J-SampleBallot,1,1,1,1,,1,2009-SanMateo-Millbrae-J
Heat2743,1539, 5/19/2009,2009,San Mateo,City of Pacifica,D,Primary,City,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-Pacifica-D-All,1,1,1,1,,1,2009-SanMateo-Pacifica-D
Heat2744,1544, 11/3/2009,2009,San Mateo,City of Redwood City,Y,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-SanMateo-RedwoodCity-Y-Ord; 2009-SanMateo-RedwoodCity-Y-SampleBallot,1,1,1,1,,1,2009-SanMateo-RedwoodCity-Y
Heat2745,1549, 11/3/2009,2009,San Mateo,City of San Bruno,F,General,City,1,1,,,,1,1,5,5,,0,,,,,,2009-SanMateo-SanBruno-F-All,1,1,1,1,,1,2009-SanMateo-SanBruno-F
Heat2746,1553, 11/3/2009,2009,San Mateo,City of San Carlos,U,General,City,1,1,1,,,1,1,1,1,,0,,,,"""OrdText"" to ""Res&Ord""",,2009-SanMateo-SanCarlos-U-SampleBallot; 2009-SanMateo-SanCarlos-U-Res&Ord,1,1,1,1,,1,2009-SanMateo-SanCarlos-U
Heat2747,1555, 11/3/2009,2009,San Mateo,City of San Mateo,L,General,City,1,1,,,,1,5,1,1,,0,,1,,"""2009-SanMateo-SanMateo-L_M-OrdText"" to ""2009-SanMateo-SanCarlos-L-Ord""",,2009-SanMateo-SanMateo-L-SampleBallot; 2009-SanMateo-SanMateo-L-Ord,1,1,1,1,,1,2009-SanMateo-SanMateo-L
Heat2748,1556, 11/3/2009,2009,San Mateo,City of San Mateo,M,General,City,1,1,,,,1,5,5,5,,0,,,,"""2009-SanMateo-SanMateo-L_M-OrdText"" to ""2009-SanMateo-SanCarlos-M-Ord""",,2009-SanMateo-SanMateo-M-SampleBallot; 2009-SanMateo-SanMateo-M-Ord,1,1,1,1,,1,2009-SanMateo-SanMateo-M
Heat2749,1562, 11/3/2009,2009,San Mateo,City of South San Francisco,O,General,City,1,1,,,,1,5,5,5,,0,,,,,,2009-SanMateo-SouthSanFrancsisco-O-All,1,1,1,1,,1,2009-SanMateo-SouthSanFrancsisco-O
